id_transaccion,fecha_hora,activo,precio_usd,volumen_24h,market_cap,nivel_impacto,tipo_evento,procedencia,es_outlier,outlier_precio_usd,outlier_volumen_24h,outlier_market_cap,outlier_nivel_impacto,precio_usd_norm,volumen_24h_norm,market_cap_norm,nivel_impacto_norm
SYN-6,2026-04-29 00:30:40.738692,BTC,3500.437649899224,46975389.95334783,572802763.6634629,8,Sintetico,Generado,False,False,False,False,False,0.03956039337161153,0.0009022773659360564,0.005340424731563717,0.7777777777777778
SYN-7,2026-04-29 00:30:40.738693,ETH,51257.10848139344,48232880.41381514,301926280.3712745,8,Sintetico,Generado,False,False,False,False,False,0.8519483847168763,0.0009266828985434766,0.0022710829234337503,0.7777777777777778
SYN-8,2026-04-29 00:30:40.738694,BTC,33066.743432154275,27047758.97887079,148886662.787988,1,Sintetico,Generado,False,False,False,False,False,0.5425123652688232,0.0005155194040859927,0.0005369682050219832,0.0
SYN-9,2026-04-29 00:30:40.738695,SOL,2207.5970475220606,38916024.377198815,876104057.5349104,2,Sintetico,Generado,False,False,False,False,False,0.017567901813716976,0.0007458601877964076,0.00877717690150151,0.1111111111111111
SYN-10,2026-04-29 00:30:40.738696,ETH,7730.407319963475,26147745.88825685,886071461.6585727,10,Sintetico,Generado,False,False,False,False,False,0.11151634222407411,0.0004980518371177943,0.00889011904333478,1.0
SYN-11,2026-04-29 00:30:40.738698,ETH,36315.60767682581,28660298.175040387,256410120.09873557,9,Sintetico,Generado,False,False,False,False,False,0.5977787448536745,0.000546815767096361,0.001755332526898398,0.8888888888888888
SYN-12,2026-04-29 00:30:40.738699,ETH,41716.00812968128,37280081.44144595,711062676.9918613,1,Sintetico,Generado,False,False,False,False,False,0.689644873710003,0.0007141096020722361,0.00690706841804987,0.0
SYN-13,2026-04-29 00:30:40.738700,SOL,3825.942833456063,5327437.492410014,334905265.29230464,3,Sintetico,Generado,False,False,False,False,False,0.04509755703143313,9.396867988847338e-05,0.002644772717311566,0.2222222222222222
SYN-14,2026-04-29 00:30:40.738701,ETH,18649.162066346133,29671139.398195863,949169013.8215308,10,Sintetico,Generado,False,False,False,False,False,0.2972551109021388,0.000566434300364182,0.009605086812004176,1.0
SYN-15,2026-04-29 00:30:40.738702,BTC,42393.57953384756,42478906.43285933,934994936.3172418,5,Sintetico,Generado,False,False,False,False,False,0.7011710304215095,0.000815009049691949,0.009444478227062304,0.4444444444444444
SYN-16,2026-04-29 00:30:40.738703,BTC,58396.48880355749,16412422.63553746,272792890.5917084,10,Sintetico,Generado,False,False,False,False,False,0.973396273323631,0.0003091074621443866,0.0019409681413154643,1.0
SYN-17,2026-04-29 00:30:40.738706,BTC,21724.69934660287,25242359.20676531,291627818.0299028,3,Sintetico,Generado,False,False,False,False,False,0.3495730281671659,0.0004804799788237327,0.0021543895115891804,0.2222222222222222
SYN-18,2026-04-29 00:30:40.738707,ETH,40880.8113731687,40988068.60873366,310798396.93855953,4,Sintetico,Generado,False,False,False,False,False,0.675437354559529,0.0007860746821775005,0.002371614198705796,0.3333333333333333
SYN-19,2026-04-29 00:30:40.738708,ETH,41276.0161337641,3331076.518801936,732828980.2921716,6,Sintetico,Generado,False,False,False,False,False,0.6821601766499343,5.522305567159723e-05,0.0071537056451583415,0.5555555555555556
SYN-20,2026-04-29 00:30:40.738709,ETH,43310.26953029997,14658074.427827898,776186903.6531956,8,Sintetico,Generado,False,False,False,False,False,0.7167648298203814,0.00027505885204828014,0.007645000737549715,0.7777777777777778
SYN-21,2026-04-29 00:30:40.738714,ETH,3962.0753845956015,45550413.381950565,228638821.1070966,8,Sintetico,Generado,False,False,False,False,False,0.04741330576038397,0.0008746212418767759,0.001440651798526829,0.7777777777777778
SYN-22,2026-04-29 00:30:40.738715,BTC,26844.910125337297,25177994.030272327,357329168.6724789,9,Sintetico,Generado,False,False,False,False,False,0.4366728547961464,0.00047923077140382274,0.0028988613089446546,0.8888888888888888
SYN-23,2026-04-29 00:30:40.738716,ETH,2223.93633815642,21924906.00323184,300994697.46029127,1,Sintetico,Generado,False,False,False,False,False,0.017845849234827824,0.00041609443087902825,0.0022605270186107545,0.0
SYN-24,2026-04-29 00:30:40.738718,SOL,28363.224450362104,22177676.582872137,702825554.9339486,8,Sintetico,Generado,False,False,False,False,False,0.46250087637432163,0.00042100023399845336,0.006813732360213688,0.7777777777777778
SYN-25,2026-04-29 00:30:40.738720,BTC,29428.506957377464,44959917.89964734,343700718.2936233,6,Sintetico,Generado,False,False,False,False,False,0.4806223806798256,0.0008631608314792846,0.0027444353062904313,0.5555555555555556
SYN-26,2026-04-29 00:30:40.738721,ETH,46392.90636990989,48381085.5536501,392402387.9533817,9,Sintetico,Generado,False,False,False,False,False,0.7692035175801257,0.0009295592824895506,0.0032962811845137843,0.8888888888888888
SYN-27,2026-04-29 00:30:40.738722,BTC,57757.49266362951,15446690.991733432,267860280.53228068,4,Sintetico,Generado,False,False,False,False,False,0.9625263198374443,0.0002903644212515611,0.001885076001493666,0.3333333333333333
SYN-28,2026-04-29 00:30:40.738724,ETH,50785.63635084917,35854589.56277268,926035380.3329424,1,Sintetico,Generado,False,False,False,False,False,0.8439281795719326,0.0006864434768646982,0.00934295616272264,0.0
SYN-29,2026-04-29 00:30:40.738725,SOL,31120.41208297348,38467143.97040162,742218422.0161259,10,Sintetico,Generado,False,False,False,False,False,0.5094033526906147,0.0007371482605497789,0.00726009880889137,1.0
SYN-30,2026-04-29 00:30:40.738726,ETH,17481.450915531957,26258345.460531205,355335267.6887562,9,Sintetico,Generado,False,False,False,False,False,0.2773911945159112,0.0005001983674910787,0.002876268119693855,0.8888888888888888
SYN-31,2026-04-29 00:30:40.738727,BTC,20860.029523564663,8886593.210229952,293969375.5221384,9,Sintetico,Generado,False,False,False,False,False,0.334864143136352,0.00016304522055174024,0.002180922048558461,0.8888888888888888
SYN-32,2026-04-29 00:30:40.738728,ETH,59319.716749386665,25009600.787127,207649364.1198098,8,Sintetico,Generado,False,False,False,False,False,0.9891012896785683,0.00047596257421612774,0.00120281713278535,0.7777777777777778
SYN-33,2026-04-29 00:30:40.738730,SOL,18747.632725846062,27501216.992974203,309466893.0080788,4,Sintetico,Generado,False,False,False,False,False,0.2989301937729665,0.000524320174109476,0.0023565267291999785,0.3333333333333333
SYN-34,2026-04-29 00:30:40.738731,ETH,1174.8583647057565,19710931.61046321,830743272.955096,6,Sintetico,Generado,False,False,False,False,False,0.0,0.0003731253381237416,0.008263187090100202,0.5555555555555556
SYN-35,2026-04-29 00:30:40.738733,BTC,53080.662280210505,41056563.42930649,916206611.05008,3,Sintetico,Generado,False,False,False,False,False,0.8829688302784637,0.0007874040382477711,0.009231584912934921,0.2222222222222222
SYN-36,2026-04-29 00:30:40.738734,SOL,8720.655804442778,6396932.083015846,451246314.00209713,4,Sintetico,Generado,False,False,False,False,False,0.12836144392886695,0.00011472556506976548,0.003963050481651358,0.3333333333333333
SYN-37,2026-04-29 00:30:40.738735,SOL,54233.36771802963,21825279.439402577,638450092.084717,6,Sintetico,Generado,False,False,False,False,False,0.9025774847122456,0.000414160866030197,0.006084284395077019,0.5555555555555556
SYN-38,2026-04-29 00:30:40.738736,SOL,35705.57569903426,8639649.377322111,345904955.7188599,7,Sintetico,Generado,False,False,False,False,False,0.5874015002831081,0.0001582525036638571,0.0027694118491120743,0.6666666666666666
SYN-39,2026-04-29 00:30:40.738737,ETH,20728.68212296114,23655548.35153861,604672058.5930746,7,Sintetico,Generado,False,False,False,False,False,0.3326297945294062,0.0004496829546819737,0.005701540462742077,0.6666666666666666
SYN-40,2026-04-29 00:30:40.738738,ETH,55400.957417670375,27642701.13807744,146875522.62423903,7,Sintetico,Generado,False,False,False,False,False,0.9224393350944342,0.000527066116146656,0.0005141796760526909,0.6666666666666666
SYN-41,2026-04-29 00:30:40.738745,BTC,24789.392864499867,12210191.240103977,294804220.0760474,8,Sintetico,Generado,False,False,False,False,False,0.40170648235784817,0.0002275500280569233,0.0021903817966379517,0.7777777777777778
SYN-42,2026-04-29 00:30:40.738746,BTC,10860.401977983174,7403674.2829748625,742065859.2634519,10,Sintetico,Generado,False,False,False,False,False,0.16476063310276629,0.000134264543981172,0.0072583700976003255,1.0
SYN-43,2026-04-29 00:30:40.738747,ETH,41471.68880032759,42918400.06607616,926480438.799871,6,Sintetico,Generado,False,False,False,False,False,0.685488761364551,0.0008235387972593706,0.009347999186550342,0.5555555555555556
SYN-44,2026-04-29 00:30:40.738750,ETH,36317.14745213642,16007648.55662796,422320785.7632747,8,Sintetico,Generado,False,False,False,False,False,0.5978049379477477,0.0003012515560424881,0.0036352910096343867,0.7777777777777778
SYN-45,2026-04-29 00:30:40.738752,BTC,17712.261637757532,22230858.329811424,627047276.6379879,1,Sintetico,Generado,False,False,False,False,False,0.2813175121537422,0.0004220323920146374,0.0059550773935844485,0.0
SYN-46,2026-04-29 00:30:40.738753,BTC,7529.250401779185,31042740.950709432,984953368.2347468,5,Sintetico,Generado,False,False,False,False,False,0.1080944649896759,0.0005930545153611356,0.01001056466575698,0.4444444444444444
SYN-47,2026-04-29 00:30:40.738754,BTC,52697.03394417729,44815344.88351837,557572335.9888235,9,Sintetico,Generado,False,False,False,False,False,0.8764429345678352,0.000860354940245742,0.005167846485385569,0.8888888888888888
SYN-48,2026-04-29 00:30:40.738756,SOL,55988.26003951237,11454988.496833712,370121365.35849726,10,Sintetico,Generado,False,False,False,False,False,0.9324299309413161,0.0002128929584762553,0.00304381159635615,1.0
SYN-49,2026-04-29 00:30:40.738757,ETH,13012.063824535522,28871376.875089053,889675627.4253839,3,Sintetico,Generado,False,False,False,False,False,0.2013625196065918,0.0005509124089864754,0.00893095838286346,0.2222222222222222
SYN-50,2026-04-29 00:30:40.738758,BTC,10656.142376509772,38943164.96644321,915556954.5315197,10,Sintetico,Generado,False,False,False,False,False,0.16128597617076484,0.0007463869357572173,0.00922422355808748,1.0
SYN-51,2026-04-29 00:30:40.738759,ETH,22441.85355170856,37016385.70961151,998300541.2076184,6,Sintetico,Generado,False,False,False,False,False,0.3617725272952837,0.0007089917622284801,0.010161803472197724,0.5555555555555556
SYN-52,2026-04-29 00:30:40.738760,BTC,40728.93473523195,49504861.764938585,240547700.59765467,7,Sintetico,Generado,False,False,False,False,False,0.6728537834127661,0.0009513696721746158,0.001575593087132245,0.6666666666666666
SYN-53,2026-04-29 00:30:40.738762,ETH,47993.61509850687,6288240.324011393,834274409.3403168,6,Sintetico,Generado,False,False,False,False,False,0.7964331490873571,0.00011261606177575619,0.008303198922820564,0.5555555555555556
SYN-54,2026-04-29 00:30:40.738763,ETH,29015.772062724423,10797060.626276966,967522266.835426,7,Sintetico,Generado,False,False,False,False,False,0.4736013537491929,0.00020012381182822744,0.009813050257579371,0.6666666666666666
SYN-55,2026-04-29 00:30:40.738765,ETH,12895.101949643778,13065737.073945357,848390100.7047715,1,Sintetico,Generado,False,False,False,False,False,0.19937288295577613,0.00024415456892731586,0.00846314592570913,0.0
SYN-56,2026-04-29 00:30:40.738766,SOL,4567.191946549914,13009338.429962495,618934704.130465,8,Sintetico,Generado,False,False,False,False,False,0.057706934267914414,0.00024305997696975423,0.005863152625268676,0.7777777777777778
SYN-57,2026-04-29 00:30:40.738767,ETH,4950.7651882723785,36945971.29994928,734630737.8351477,9,Sintetico,Generado,False,False,False,False,False,0.0642318927700721,0.0007076251505323521,0.007174121628441782,0.8888888888888888
SYN-58,2026-04-29 00:30:40.738768,BTC,15076.180259877789,47136202.37049018,674653667.9126071,8,Sintetico,Generado,False,False,False,False,False,0.2364751724698355,0.0009053984335016799,0.006494512509167242,0.7777777777777778
SYN-59,2026-04-29 00:30:40.738769,BTC,6949.058287475,20105290.48907426,876361347.1214955,3,Sintetico,Generado,False,False,False,False,False,0.0982248258769113,0.0003807791047116734,0.008780092288157834,0.2222222222222222
SYN-60,2026-04-29 00:30:40.738770,SOL,17845.881951996802,21903412.05145886,907233360.294403,6,Sintetico,Generado,False,False,False,False,False,0.28359052525950873,0.0004156772735666279,0.009129907671099483,0.5555555555555556
SYN-61,2026-04-29 00:30:40.738771,SOL,9258.08979550852,13844013.882196048,702841660.1534399,1,Sintetico,Generado,False,False,False,False,False,0.13750372526633903,0.00025925946285573775,0.006813914850856334,0.0
SYN-62,2026-04-29 00:30:40.738772,SOL,20132.52089030208,48120543.7565931,209242805.8458343,9,Sintetico,Generado,False,False,False,False,False,0.3224885049904708,0.0009245026546076122,0.0012208726584960487,0.8888888888888888
SYN-63,2026-04-29 00:30:40.738773,SOL,41207.538676848046,28071525.516900104,700566389.6637559,9,Sintetico,Generado,False,False,False,False,False,0.6809953076859157,0.0005353887934863503,0.006788133421793486,0.8888888888888888
SYN-64,2026-04-29 00:30:40.738774,ETH,17783.263169822723,26348689.9149534,550503897.0133748,1,Sintetico,Generado,False,False,False,False,False,0.28252531812121423,0.0005019517839961081,0.005087752949756794,0.0
SYN-65,2026-04-29 00:30:40.738776,ETH,31350.23396626684,49508581.27056592,172235995.79425326,7,Sintetico,Generado,False,False,False,False,False,0.5133128492046126,0.0009514418608064386,0.0008015429776897648,0.6666666666666666
SYN-66,2026-04-29 00:30:40.738778,ETH,35148.23294916828,3441201.100950044,722179438.0001017,6,Sintetico,Generado,False,False,False,False,False,0.5779205513565787,5.736036737692451e-05,0.007033034094061601,0.5555555555555556
SYN-67,2026-04-29 00:30:40.738779,ETH,22427.806318906216,8369745.33187403,770018240.1094092,7,Sintetico,Generado,False,False,False,False,False,0.3615335700346212,0.00015301417209066185,0.007575102691454633,0.6666666666666666
SYN-68,2026-04-29 00:30:40.738781,ETH,58104.10530069999,34245370.918794945,339496066.4871241,9,Sintetico,Generado,False,False,False,False,False,0.9684225420636149,0.0006552115595478289,0.002696791769939598,0.8888888888888888
SYN-69,2026-04-29 00:30:40.738782,SOL,32859.835647706896,19837812.664853577,535897325.982916,7,Sintetico,Generado,False,False,False,False,False,0.5389926601370731,0.000375587861544426,0.0049222437162038495,0.6666666666666666
SYN-70,2026-04-29 00:30:40.738783,ETH,20260.37030226782,35784140.70234223,885787938.6252435,10,Sintetico,Generado,False,False,False,False,False,0.32466334936662083,0.000685076196543739,0.008886906401583128,1.0
SYN-71,2026-04-29 00:30:40.738784,ETH,19839.424216850093,17539750.52500071,112720434.20758548,1,Sintetico,Generado,False,False,False,False,False,0.3175026419964656,0.00033098678324502143,0.00012716327815989726,0.0
SYN-72,2026-04-29 00:30:40.738785,BTC,59314.85305086936,40443344.30028018,199317935.9354328,2,Sintetico,Generado,False,False,False,False,False,0.9890185533780644,0.000775502604464024,0.0011084124781732447,0.1111111111111111
SYN-73,2026-04-29 00:30:40.738787,ETH,41509.964072198505,17782386.953973465,540979622.117347,8,Sintetico,Generado,False,False,False,False,False,0.6861398614243336,0.00033569590149697375,0.004979831971253217,0.7777777777777778
SYN-74,2026-04-29 00:30:40.738792,ETH,50656.510485912746,25535092.79274569,896380177.247306,9,Sintetico,Generado,False,False,False,False,False,0.8417316214739748,0.0004861613889835174,0.00900692863625352,0.8888888888888888
SYN-75,2026-04-29 00:30:40.738793,BTC,19903.11640189153,9136428.02687638,252217534.83956876,9,Sintetico,Generado,False,False,False,False,False,0.31858610877439014,0.00016789404601469233,0.0017078257183939878,0.8888888888888888
SYN-76,2026-04-29 00:30:40.738794,ETH,36958.8394189325,8197814.907882278,183927514.5050421,5,Sintetico,Generado,False,False,False,False,False,0.6087207501032313,0.00014967732485336437,0.0009340213189005422,0.4444444444444444
SYN-77,2026-04-29 00:30:40.738797,BTC,44919.08022202384,23969532.851177014,195755492.6295121,4,Sintetico,Generado,False,False,False,False,False,0.7441322836974724,0.00045577680523993487,0.0010680459020679263,0.3333333333333333
SYN-78,2026-04-29 00:30:40.738798,ETH,33541.575285575746,37833124.74118755,906930872.8508108,5,Sintetico,Generado,False,False,False,False,False,0.5505897226078408,0.00072484313581224,0.00912648014078837,0.4444444444444444
SYN-79,2026-04-29 00:30:40.738799,SOL,11712.26659678649,3058418.571973631,139593696.19702083,5,Sintetico,Generado,False,False,False,False,False,0.17925168900173277,4.9931276034940965e-05,0.0004316682154010935,0.4444444444444444
SYN-80,2026-04-29 00:30:40.738800,ETH,16638.608372963645,35191778.42967632,620903434.170191,5,Sintetico,Generado,False,False,False,False,False,0.263053613016703,0.0006735795552447021,0.005885460598801153,0.4444444444444444
SYN-81,2026-04-29 00:30:40.738801,SOL,34413.9673192901,28909902.941949315,120023076.35484932,6,Sintetico,Generado,False,False,False,False,False,0.5654299700454288,0.0005516601277251483,0.00020991060483805356,0.5555555555555556
SYN-82,2026-04-29 00:30:40.738802,BTC,2485.502813492524,27279564.080292664,151482806.06942385,7,Sintetico,Generado,False,False,False,False,False,0.022295352514721974,0.0005200183065740605,0.0005663854915164013,0.6666666666666666
SYN-83,2026-04-29 00:30:40.738803,ETH,3950.739011495804,18078472.110983405,165447747.7887684,7,Sintetico,Generado,False,False,False,False,False,0.04722046289233356,0.00034144235936775063,0.0007246243277059833,0.6666666666666666
SYN-84,2026-04-29 00:30:40.738805,BTC,56993.30150383792,9923885.693832058,729107711.4241546,4,Sintetico,Generado,False,False,False,False,False,0.9495266757982396,0.00018317712320058832,0.007111539392934902,0.3333333333333333
SYN-85,2026-04-29 00:30:40.738806,ETH,27567.00887107884,45802044.14861696,124062840.52561107,5,Sintetico,Generado,False,False,False,False,False,0.4489564654288006,0.0008795049233630153,0.00025568577481074385,0.4444444444444444
SYN-86,2026-04-29 00:30:40.738807,SOL,49905.39782125012,5565607.224162064,602279476.3950176,9,Sintetico,Generado,False,False,False,False,False,0.8289544555138038,9.859110792042445e-05,0.005674429757225562,0.8888888888888888
SYN-87,2026-04-29 00:30:40.738808,ETH,29098.67780797613,27357480.6446099,369473603.05158687,3,Sintetico,Generado,False,False,False,False,False,0.47501166210367723,0.000521530521028869,0.003036471705103256,0.2222222222222222
SYN-88,2026-04-29 00:30:40.738809,SOL,40396.92812066002,16947539.052802976,244292446.0115754,5,Sintetico,Generado,False,False,False,False,False,0.6672060240101664,0.00031949306870038865,0.0016180253555966564,0.4444444444444444
SYN-89,2026-04-29 00:30:40.738810,BTC,55889.00240384347,21226208.76940568,382455124.4933813,5,Sintetico,Generado,False,False,False,False,False,0.9307414608310093,0.00040253402731419997,0.003183567259542568,0.4444444444444444
SYN-90,2026-04-29 00:30:40.738811,BTC,48426.36096559279,14705942.003958412,323851654.919956,7,Sintetico,Generado,False,False,False,False,False,0.8037945823615763,0.0002759878719707512,0.002519522610568147,0.6666666666666666
SYN-91,2026-04-29 00:30:40.738812,ETH,25508.773118474084,36980937.562238045,504412899.329262,8,Sintetico,Generado,False,False,False,False,False,0.4139438487689539,0.0007083037801373282,0.004565488984827549,0.7777777777777778
SYN-92,2026-04-29 00:30:40.738813,SOL,7668.312334047449,7751018.365636265,335730106.8912612,8,Sintetico,Generado,False,False,False,False,False,0.11046004537585105,0.0001410058415113632,0.002654119120417484,0.7777777777777778
SYN-93,2026-04-29 00:30:40.738815,BTC,59166.672729934624,45724885.40252365,158925771.04319122,1,Sintetico,Generado,False,False,False,False,False,0.9864978602228438,0.0008780074167393641,0.0006507228370577222,0.0
SYN-94,2026-04-29 00:30:40.738816,SOL,50933.34841163659,33422033.69316423,887558653.0979415,8,Sintetico,Generado,False,False,False,False,False,0.8464409071610053,0.0006392321273861202,0.008906970631210069,0.7777777777777778
SYN-95,2026-04-29 00:30:40.738817,SOL,55451.52471424824,33337950.83474135,420219841.98079705,4,Sintetico,Generado,False,False,False,False,False,0.9232995345970252,0.0006376002367217551,0.003611484902475452,0.3333333333333333
SYN-96,2026-04-29 00:30:40.738818,BTC,27250.92752294656,29077124.456515744,900571366.7256403,10,Sintetico,Generado,False,False,False,False,False,0.44357961048811767,0.000554905583857592,0.009054419628957266,1.0
SYN-97,2026-04-29 00:30:40.738819,SOL,16175.05144429904,17923556.19232257,721074768.7635273,2,Sintetico,Generado,False,False,False,False,False,0.25516805324892144,0.0003384357317843649,0.00702051692228366,0.1111111111111111
